month,day,height,input,contain,empty,output,sea,cdb,jsb,hgb,hjb,dgb,jgb,sjd
5,14,25.04,254,212.86,31.14,254,295,283.7,278.2,281,267.3,0,0,0
5,14,25.04,254,212.86,31.14,254,323,283.7,278.2,280,267.3,0,0,0
5,14,25.04,254,212.86,31.14,254,350,282.7,277.2,280,267.3,0,0,0
5,14,25.04,254,212.86,31.14,254,376,282.7,277.2,279,267.3,0,0,0
5,14,25.04,254,212.86,31.14,254,403,281.7,277.2,279,267.3,0,0,0
5,14,25.04,254,212.86,31.14,254,429,281.7,276.2,279,266.3,0,0,0
5,14,25.04,254,212.86,31.14,254,456,280.7,276.2,279,266.3,0,0,0
5,14,25.04,254,212.86,31.14,254,483,280.7,276.2,278,266.3,0,0,0
5,14,25.04,256,212.86,31.14,318,508,281.7,276.2,278,265.3,0,0,0
5,14,25.04,322,212.86,31.14,360,534,281.7,276.2,278,265.3,0,0,0
5,14,25.04,374,212.86,31.14,374,561,281.7,276.2,278,264.3,0,0,0
5,14,25.04,376,212.86,31.14,376,584,280.7,276.2,277,264.3,0,0,0
5,14,25.04,376,212.86,31.14,376,606,280.7,276.2,277,264.3,0,0,0
5,14,25.04,376,212.86,31.14,376,625,280.7,275.2,277,263.3,0,0,0
5,14,25.04,376,212.86,31.14,376,642,280.7,275.2,277,263.3,0,0,0
5,14,25.04,376,212.86,31.14,376,654,280.7,275.2,277,262.3,0,0,0
5,14,25.03,277,212.5,31.5,378,663,279.7,274.2,276,263.3,0,0,0
5,14,25.03,277,212.5,31.5,378,670,279.7,274.2,276,263.3,0,0,0
5,14,25.03,277,212.5,31.5,378,671,278.7,274.2,276,263.3,0,0,0
5,14,25.03,277,212.5,31.5,378,668,278.7,274.2,275,262.3,0,0,0
5,14,25.03,277,212.5,31.5,378,661,278.7,274.2,275,262.3,0,0,0
5,14,25.03,277,212.5,31.5,378,651,277.7,274.2,275,262.3,0,0,0
5,14,25.02,277,212.14,31.86,378,639,278.7,274.2,275,263.3,0,0,0
5,14,25.02,277,212.14,31.86,378,624,278.7,274.2,275,273.3,0,0,0
5,14,25.02,277,212.14,31.86,378,608,279.7,274.2,275,282.3,0,0,0
5,14,25.02,277,212.14,31.86,378,590,279.7,274.2,275,288.3,0,0,0
5,14,25.02,277,212.14,31.86,378,576,279.7,274.2,277,293.3,0,0,0
5,14,25.01,176,211.77,32.23,378,559,280.7,276.2,289,298.3,0,0,0
5,14,25.01,277,211.77,32.23,378,541,280.7,289.2,297,302.3,0,0,0
5,14,25.01,277,211.77,32.23,378,524,283.7,294.2,304,306.3,0,0,0
5,14,25.01,277,211.77,32.23,378,507,296.7,300.2,308,309.3,0,0,0
5,14,25.01,277,211.77,32.23,378,490,312.7,303.2,314,311.3,0,0,0
5,14,25,177,211.41,32.59,378,473,325.7,307.2,318,313.3,0,0,0
5,14,25,277,211.41,32.59,378,457,335.7,322.2,322,314.3,0,0,0
5,14,25,277,211.41,32.59,378,440,342.7,334.2,332,313.3,0,0,0
5,14,25,277,211.41,32.59,378,424,350.7,340.2,340,311.3,0,0,0
5,14,25,277,211.41,32.59,378,408,357.7,345.2,345,306.3,0,0,0
5,14,25,277,211.41,32.59,378,392,362.7,349.2,347,301.3,0,0,0
5,14,24.98,178,210.68,33.32,380,377,364.7,352.2,349,297.3,0,0,0
5,14,24.98,178,210.68,33.32,380,361,365.7,352.2,348,299.3,0,0,0
5,14,24.98,178,210.68,33.32,380,346,365.7,348.2,344,302.3,0,0,0
5,14,24.98,178,210.68,33.32,380,333,360.7,344.2,339,305.3,0,0,0
5,14,24.98,178,210.68,33.32,380,318,353.7,337.2,334,308.3,0,0,0
5,14,24.98,178,210.68,33.32,380,305,347.7,332.2,331,311.3,0,0,0
5,14,24.97,279,210.32,33.68,380,292,339.7,327.2,330,312.3,0,0,0
5,14,24.97,279,210.32,33.68,380,279,332.7,325.2,328,312.3,0,0,0
5,14,24.97,279,210.32,33.68,380,267,327.7,322.2,326,311.3,0,0,0
5,14,24.97,279,210.32,33.68,380,255,324.7,320.2,324,309.3,0,0,0
5,14,24.97,279,210.32,33.68,380,243,323.7,318.2,321,308.3,0,0,0
5,14,24.96,179,209.96,34.04,380,232,319.7,316.2,319,306.3,0,0,0
5,14,24.96,280,209.96,34.04,380,221,319.7,315.2,317,303.3,0,0,0
5,14,24.96,280,209.96,34.04,380,210,318.7,312.2,315,300.3,0,0,0
5,14,24.96,280,209.96,34.04,380,200,318.7,310.2,312,298.3,0,0,0
5,14,24.96,280,209.96,34.04,380,189,320.7,309.2,310,295.3,0,0,0
5,14,24.95,180,209.6,34.4,380,179,318.7,308.2,308,292.3,0,0,0
5,14,24.95,280,209.6,34.4,380,169,317.7,308.2,308,290.3,0,0,0
5,14,24.95,280,209.6,34.4,380,160,315.7,307.2,307,288.3,0,0,0
5,14,24.95,280,209.6,34.4,380,150,313.7,305.2,306,285.3,0,0,0
5,14,24.95,280,209.6,34.4,380,141,312.7,303.2,304,285.3,0,0,0
5,14,24.95,280,209.6,34.4,380,133,310.7,301.2,303,283.3,0,0,0
5,14,24.95,380,209.6,34.4,380,126,308.7,300.2,301,287.3,0,0,0
5,14,24.95,380,209.6,34.4,380,119,306.7,298.2,299,289.3,0,0,0
5,14,24.95,380,209.6,34.4,380,115,304.7,297.2,298,289.3,0,0,0
5,14,24.95,380,209.6,34.4,380,117,302.7,295.2,297,288.3,0,0,0
5,14,24.95,380,209.6,34.4,380,135,301.7,294.2,300,287.3,0,0,0
5,14,24.94,280,209.24,34.76,380,157,300.7,296.2,299,286.3,0,0,0
5,14,24.94,280,209.24,34.76,380,174,299.7,296.2,299,285.3,0,0,0
5,14,24.94,280,209.24,34.76,380,189,301.7,296.2,298,284.3,0,0,0
5,14,24.94,280,209.24,34.76,380,203,302.7,295.2,297,283.3,0,0,0
5,14,24.94,280,209.24,34.76,380,214,304.7,295.2,296,282.3,0,0,0
5,14,24.94,380,209.24,34.76,380,224,303.7,294.2,296,281.3,0,0,0
5,14,24.94,380,209.24,34.76,380,238,303.7,295.2,296,280.3,0,0,0
5,14,24.93,280,208.88,35.12,380,255,302.7,295.2,297,279.3,0,0,0
5,14,24.93,280,208.88,35.12,380,278,301.7,295.2,296,278.3,0,0,0
5,14,24.93,280,208.88,35.12,380,304,300.7,294.2,296,278.3,0,0,0
5,14,24.94,280,208.88,35.12,380,329,300.7,294.2,295,278.3,0,0,0
5,14,24.93,380,209.24,34.76,380,352,298.7,293.2,294,279.3,0,0,0
5,14,24.93,380,208.88,35.12,380,373,298.7,293.2,294,279.3,0,0,0
5,14,24.93,380,208.88,35.12,380,396,298.7,292.2,294,279.3,0,0,0
5,14,24.93,380,208.88,35.12,380,420,298.7,292.2,294,278.3,0,0,0
5,14,24.93,380,208.88,35.12,380,443,297.7,292.2,294,277.3,0,0,0
5,14,24.93,380,208.88,35.12,380,463,297.7,291.2,294,277.3,0,0,0
5,14,24.92,280,208.88,35.12,380,483,296.7,291.2,294,276.3,0,0,0
5,14,24.92,280,208.52,35.48,380,504,297.7,291.2,293,276.3,0,0,0
5,14,24.92,280,208.52,35.48,380,522,298.7,291.2,292,276.3,0,0,0
5,14,24.92,280,208.52,35.48,380,540,299.7,291.2,292,276.3,0,0,0
5,14,24.92,280,208.52,35.48,380,555,298.7,291.2,292,275.3,0,0,0
5,14,24.92,280,208.52,35.48,380,567,298.7,291.2,292,275.3,0,0,0
5,14,24.92,380,208.52,35.48,380,577,296.7,291.2,292,275.3,0,0,0
5,14,24.9,380,208.52,35.48,380,581,296.7,290.2,292,275.3,0,0,0
5,14,24.9,183,207.8,36.2,382,584,295.7,290.2,292,274.3,0,0,0
5,14,24.9,183,207.8,36.2,382,584,296.7,290.2,291,274.3,0,0,0
5,14,24.9,183,207.8,36.2,382,578,295.7,289.2,290,275.3,0,0,0
5,14,24.9,183,207.8,36.2,382,568,295.7,289.2,290,276.3,0,0,0
5,14,24.9,183,207.8,36.2,382,557,294.7,289.2,290,276.3,0,0,0
5,14,24.9,382,207.8,36.2,382,546,294.7,288.2,290,276.3,0,0,0
5,14,24.9,382,207.8,36.2,382,533,294.7,288.2,289,276.3,0,0,0
5,14,24.89,282,207.44,36.56,382,520,294.7,288.2,289,276.3,0,0,0
5,14,24.89,282,207.44,36.56,382,505,293.7,288.2,289,279.3,0,0,0
5,14,24.89,282,207.44,36.56,382,489,294.7,288.2,289,287.3,0,0,0
5,14,24.89,282,207.44,36.56,382,472,294.7,288.2,289,291.3,0,0,0
5,14,24.89,282,207.44,36.56,382,456,294.7,288.2,289,295.3,0,0,0
5,14,24.89,282,207.44,36.56,382,440,294.7,288.2,295,296.3,0,0,0
5,14,24.89,382,207.44,36.56,382,424,294.7,294.2,302,296.3,0,0,0
5,14,24.89,382,207.44,36.56,382,408,294.7,301.2,307,297.3,0,0,0
5,14,24.89,382,207.44,36.56,382,391,302.7,304.2,309,296.3,0,0,0
5,14,24.88,283,207.08,36.92,382,376,313.7,307.2,311,294.3,0,0,0
5,14,24.88,283,207.08,36.92,382,361,324.7,309.2,313,290.3,0,0,0
5,14,24.88,283,207.08,36.92,382,346,330.7,315.2,313,284.3,0,0,0
5,14,24.88,283,207.08,36.92,382,333,335.7,322.2,317,281.3,0,0,0
5,14,24.88,283,207.08,36.92,382,319,337.7,324.2,320,280.3,0,0,0
5,14,24.88,283,207.08,36.92,382,305,337.7,323.2,319,281.3,0,0,0
5,14,24.88,382,207.08,36.92,382,292,335.7,319.2,314,281.3,0,0,0
5,14,24.87,283,206.73,37.27,382,280,331.7,313.2,312,284.3,0,0,0
5,14,24.87,283,206.73,37.27,382,267,324.7,310.2,310,290.3,0,0,0
5,14,24.87,283,206.73,37.27,382,255,315.7,309.2,310,295.3,0,0,0
5,14,24.87,283,206.73,37.27,382,243,309.7,305.2,309,298.3,0,0,0
5,15,24.87,229,206.73,37.27,328,231,305.7,303.2,306,298.3,0,0,0
5,15,24.89,287,207.44,36.56,188,220,303.7,300.2,305,298.3,0,0,0
5,15,24.87,187,206.73,37.27,187,209,303.7,299.2,305,298.3,0,0,0
5,15,24.88,285,207.08,36.92,186,198,302.7,299.2,304,296.3,0,0,0
5,15,24.87,186,206.73,37.27,186,187,304.7,299.2,304,294.3,0,0,0
5,15,24.86,86,206.37,37.63,185,176,306.7,300.2,303,291.3,0,0,0
5,15,24.86,86,206.37,37.63,185,166,309.7,300.2,303,287.3,0,0,0
5,15,24.85,0,206.01,37.99,185,156,310.7,300.2,302,285.3,0,0,0
5,15,24.85,0,206.01,37.99,185,146,311.7,300.2,302,283.3,0,0,0
5,15,24.84,0,205.65,38.35,184,136,308.7,301.2,302,282.3,0,0,0
5,15,24.84,0,205.65,38.35,184,127,307.7,301.2,302,282.3,0,0,0
5,15,24.84,0,205.65,38.35,184,117,306.7,298.2,300,281.3,0,0,0
5,15,24.84,0,205.65,38.35,184,108,304.7,296.2,298,281.3,0,0,0
5,15,24.85,184,206.01,37.99,184,99,302.7,295.2,297,282.3,0,0,0
5,15,24.85,184,206.01,37.99,184,91,299.7,294.2,296,283.3,0,0,0
5,15,24.85,283,206.01,37.99,184,83,298.7,293.2,295,284.3,0,0,0
5,15,24.86,382,206.37,37.63,184,77,297.7,292.2,294,283.3,0,0,0
5,15,24.86,382,206.37,37.63,184,74,295.7,290.2,294,282.3,0,0,0
5,15,24.86,382,206.37,37.63,184,79,294.7,290.2,293,281.3,0,0,0
5,15,24.85,184,206.01,37.99,184,98,294.7,290.2,293,280.3,0,0,0
5,15,24.84,85,205.65,38.35,184,115,294.7,290.2,292,279.3,0,0,0
5,15,24.84,85,205.65,38.35,184,132,295.7,289.2,291,278.3,0,0,0
5,15,24.82,0,204.87,39.13,184,148,295.7,289.2,290,277.3,0,0,0
5,15,24.82,0,204.87,39.13,184,163,295.7,288.2,290,276.3,0,0,0
5,15,24.81,0,204.47,39.53,184,177,295.7,288.2,290,275.3,0,0,0
5,15,24.81,0,204.47,39.53,184,193,293.7,288.2,289,274.3,0,0,0
5,15,24.81,0,204.47,39.53,184,210,293.7,287.2,289,274.3,0,0,0
5,15,24.81,0,204.47,39.53,184,230,292.7,286.2,288,273.3,0,0,0
5,15,24.81,73,204.47,39.53,184,257,291.7,285.2,287,273.3,0,0,0
5,15,24.81,73,204.47,39.53,184,286,290.7,284.2,286,273.3,0,0,0
5,15,24.82,295,204.87,39.13,184,314,289.7,284.2,286,273.3,0,0,0
5,15,24.82,295,204.87,39.13,184,339,288.7,283.2,286,273.3,0,0,0
5,15,24.82,295,204.87,39.13,184,365,288.7,283.2,285,272.3,0,0,0
5,15,24.82,295,204.87,39.13,184,392,287.7,282.2,284,272.3,0,0,0
5,15,24.82,295,204.87,39.13,184,419,287.7,282.2,284,271.3,0,0,0
5,15,24.82,295,204.87,39.13,184,445,287.7,281.2,284,270.3,0,0,0
5,15,24.81,73,204.47,39.53,184,471,286.7,281.2,283,270.3,0,0,0
5,15,24.81,73,204.47,39.53,184,497,286.7,281.2,283,269.3,0,0,0
5,15,24.8,0,204.07,39.93,184,522,286.7,280.2,282,269.3,0,0,0
5,15,24.8,0,204.07,39.93,184,548,285.7,280.2,282,268.3,0,0,0
5,15,24.79,0,203.67,40.33,184,573,285.7,279.2,281,268.3,0,0,0
5,15,24.79,0,203.67,40.33,184,595,284.7,279.2,281,267.3,0,0,0
5,15,24.79,0,203.67,40.33,184,615,284.7,279.2,280,267.3,0,0,0
5,15,24.79,0,203.67,40.33,184,633,283.7,278.2,280,267.3,0,0,0
5,15,24.79,41,203.67,40.33,152,648,283.7,277.2,279,266.3,0,0,0
5,15,24.8,152,204.07,39.93,127,658,283.7,277.2,279,266.3,0,0,0
5,15,24.8,237,204.07,39.93,126,667,282.7,277.2,279,266.3,0,0,0
5,15,24.8,244,204.07,39.93,133,671,281.7,276.2,279,266.3,0,0,0
5,15,24.84,686,205.65,38.35,132,672,281.7,276.2,278,266.3,0,0,0
5,15,24.85,842,206.01,37.99,177,668,280.7,275.2,278,265.3,0,0,0
5,15,24.85,848,206.01,37.99,183,661,280.7,275.2,277,264.3,0,0,0
5,15,24.85,737,206.01,37.99,183,651,280.7,275.2,277,264.3,0,0,0
5,15,24.85,737,206.01,37.99,183,639,279.7,275.2,276,271.3,0,0,0
5,15,24.85,737,206.01,37.99,183,624,279.7,274.2,276,281.3,0,0,0
5,15,24.85,283,206.01,37.99,184,608,278.7,274.2,276,287.3,0,0,0
5,15,24.85,184,206.01,37.99,184,592,279.7,274.2,275,293.3,0,0,0
5,15,24.85,184,206.01,37.99,184,577,278.7,273.2,287,297.3,0,0,0
5,15,24.85,184,206.01,37.99,184,560,276.7,285.2,294,302.3,0,0,0
5,15,24.85,184,206.01,37.99,184,543,277.7,291.2,300,305.3,0,0,0
5,15,24.85,184,206.01,37.99,184,526,289.7,296.2,305,308.3,0,0,0
5,15,24.85,184,206.01,37.99,184,510,301.7,300.2,310,311.3,0,0,0
5,15,24.86,283,206.37,37.63,184,494,315.7,304.2,315,313.3,0,0,0
5,15,24.87,382,206.73,37.27,184,478,324.7,315.2,319,315.3,0,0,0
5,15,24.87,382,206.73,37.27,184,461,332.7,326.2,328,315.3,0,0,0
5,15,24.87,382,206.73,37.27,184,445,339.7,333.2,334,313.3,0,0,0
5,15,24.87,382,206.73,37.27,184,428,347.7,338.2,340,310.3,0,0,0
5,15,24.88,481,207.08,36.92,184,412,352.7,344.2,343,305.3,0,0,0
5,15,24.88,382,207.08,36.92,184,396,356.7,347.2,346,301.3,0,0,0
5,15,24.88,283,207.08,36.92,184,381,359.7,349.2,346,299.3,0,0,0
5,15,24.89,381,207.44,36.56,183,366,360.7,348.2,344,298.3,0,0,0
5,15,24.89,538,207.44,36.56,340,352,358.7,344.2,340,299.3,0,0,0
5,15,24.87,376,206.73,37.27,376,337,353.7,338.2,335,301.3,0,0,0
5,15,24.88,378,207.08,36.92,378,323,346.7,333.2,330,304.3,0,0,0
5,15,24.88,378,207.08,36.92,378,311,337.7,327.2,328,306.3,0,0,0
5,15,24.88,378,207.08,36.92,378,298,330.7,322.2,325,307.3,0,0,0
5,15,24.88,281,207.08,36.92,380,285,322.7,319.2,322,307.3,0,0,0
5,15,24.88,281,207.08,36.92,380,273,317.7,316.2,320,306.3,0,0,0
5,15,24.88,479,207.08,36.92,380,261,314.7,313.2,317,305.3,0,0,0
5,15,24.87,281,206.73,37.27,380,250,312.7,310.2,314,303.3,0,0,0
5,15,24.88,380,207.08,36.92,380,239,312.7,309.2,311,300.3,0,0,0
5,15,24.88,380,207.08,36.92,380,228,312.7,308.2,309,297.3,0,0,0
5,15,24.88,380,207.08,36.92,380,217,312.7,307.2,307,293.3,0,0,0
5,15,24.88,382,207.08,36.92,382,159,305.7,298.2,299,287.3,0,0,0
5,15,24.88,382,207.08,36.92,382,150,303.7,296.2,300,287.3,0,0,0
5,15,24.88,481,207.08,36.92,382,142,300.7,297.2,300,287.3,0,0,0
5,15,24.88,481,207.08,36.92,382,135,298.7,297.2,299,287.3,0,0,0
5,15,24.88,382,207.08,36.92,382,136,301.7,294.2,296,284.3,0,0,0
5,15,24.88,382,207.08,36.92,382,173,300.7,294.2,296,282.3,0,0,0
5,15,24.87,382,207.08,36.92,382,213,300.7,294.2,295,280.3,0,0,0
5,15,24.87,283,206.73,37.27,382,223,298.7,294.2,295,280.3,0,0,0
5,15,24.87,283,206.73,37.27,382,234,299.7,293.2,295,280.3,0,0,0
5,15,24.87,283,206.73,37.27,382,266,300.7,292.2,294,280.3,0,0,0
5,15,24.87,283,206.73,37.27,382,289,301.7,292.2,293,279.3,0,0,0
5,15,24.87,283,206.73,37.27,382,315,300.7,292.2,294,278.3,0,0,0
5,15,24.87,382,206.73,37.27,382,356,299.7,292.2,294,278.3,0,0,0
5,15,24.87,382,206.73,37.27,382,378,300.7,292.2,294,279.3,0,0,0
5,15,24.87,382,206.73,37.27,382,399,300.7,292.2,294,280.3,0,0,0
5,15,24.87,382,206.73,37.27,382,419,299.7,292.2,294,281.3,0,0,0
5,15,24.87,382,206.73,37.27,382,439,299.7,292.2,294,281.3,0,0,0
5,15,24.87,382,206.73,37.27,382,459,299.7,292.2,294,281.3,0,0,0
5,15,24.87,382,206.73,37.27,382,479,299.7,292.2,294,280.3,0,0,0
5,15,24.87,382,206.73,37.27,382,498,299.7,292.2,294,280.3,0,0,0
5,15,24.87,382,206.73,37.27,382,516,299.7,292.2,294,280.3,0,0,0
5,15,24.87,382,206.73,37.27,382,545,299.7,292.2,294,280.3,0,0,0
5,15,24.87,382,206.73,37.27,382,555,299.7,292.2,294,280.3,0,0,0
5,15,24.87,361,206.73,37.27,361,564,299.7,292.2,293,280.3,0,0,0
5,15,24.87,167,206.73,37.27,167,573,299.7,292.2,294,280.3,0,0,0
5,15,24.87,167,206.73,37.27,167,570,298.7,292.2,294,280.3,0,0,0
5,15,24.87,166,206.73,37.27,166,564,298.7,292.2,294,280.3,0,0,0
5,15,24.87,165,206.73,37.27,165,542,298.7,292.2,294,280.3,0,0,0
5,15,24.87,165,206.73,37.27,165,530,299.7,292.2,294,279.3,0,0,0
5,15,24.88,263,207.08,36.92,164,445,293.7,291.2,293,296.3,0,0,0
5,15,24.89,362,207.44,36.56,164,429,294.7,290.2,294,298.3,0,0,0
5,15,24.89,263,207.44,36.56,164,414,293.7,289.2,300,299.3,0,0,0
5,15,24.89,362,207.44,36.56,164,398,294.7,297.2,304,299.3,0,0,0
5,15,24.9,363,207.8,36.2,164,368,303.7,304.2,309,294.3,0,0,0
5,15,24.9,264,207.8,36.2,164,339,322.7,307.2,310,282.3,0,0,0
5,15,24.9,264,207.8,36.2,164,325,326.7,313.2,310,280.3,0,0,0
5,15,24.9,264,207.8,36.2,164,312,329.7,315.2,310,280.3,0,0,0
5,15,24.9,164,207.8,36.2,164,285,327.7,308.2,306,281.3,0,0,0
5,15,24.9,164,207.8,36.2,164,272,321.7,305.2,305,281.3,0,0,0
5,16,24.89,168,207.44,36.56,268,248,305.7,302.2,305,288.3,0,0,0
5,16,24.88,135,207.08,36.92,334,236,300.7,300.2,304,291.3,0,0,0
5,16,24.9,334,207.8,36.2,334,225,298.7,296.2,301,292.3,0,0,0
5,16,24.92,575,208.52,35.48,376,203,297.7,293.2,298,292.3,0,0,0
5,16,24.92,682,208.52,35.48,384,192,297.7,293.2,298,291.3,0,0,0
5,16,24.92,683,208.52,35.48,385,182,297.7,293.2,298,289.3,0,0,0
5,16,24.93,883,208.88,35.12,386,172,298.7,294.2,298,286.3,0,0,0
5,16,24.92,585,208.52,35.48,386,161,301.7,294.2,298,283.3,0,0,0
5,16,24.92,387,208.52,35.48,387,151,303.7,294.2,297,280.3,0,0,0
5,16,24.92,387,208.52,35.48,387,141,304.7,294.2,296,278.3,0,0,0
5,16,24.92,387,208.52,35.48,387,131,304.7,295.2,296,278.3,0,0,0
5,16,24.9,189,207.8,36.2,388,122,303.7,295.2,296,276.3,0,0,0
5,16,24.9,189,207.8,36.2,388,104,300.7,293.2,294,276.3,0,0,0
5,16,24.9,189,207.8,36.2,388,82,294.7,290.2,293,279.3,0,0,0
5,16,24.92,587,208.52,35.48,388,129,292.7,288.2,291,278.3,0,0,0
5,16,24.92,587,208.52,35.48,388,143,293.7,288.2,291,277.3,0,0,0
5,16,24.92,587,208.52,35.48,388,155,294.7,288.2,291,276.3,0,0,0
5,16,24.92,587,208.52,35.48,388,181,295.7,288.2,290,274.3,0,0,0
5,16,24.92,388,208.52,35.48,388,215,294.7,288.2,290,274.3,0,0,0
5,16,24.92,388,208.52,35.48,388,296,296.7,287.2,289,275.3,0,0,0
5,16,24.92,388,208.52,35.48,388,350,295.7,287.2,289,275.3,0,0,0
5,16,24.92,388,208.52,35.48,388,373,295.7,287.2,289,275.3,0,0,0
5,16,24.92,388,208.52,35.48,388,420,295.7,287.2,289,275.3,0,0,0
5,16,24.92,388,208.52,35.48,388,445,294.7,287.2,289,276.3,0,0,0
5,16,24.92,388,208.52,35.48,388,518,294.7,287.2,289,277.3,0,0,0
5,16,24.92,388,208.52,35.48,388,647,298.7,289.2,292,275.3,0,0,0
5,16,24.92,388,208.52,35.48,388,655,298.7,290.2,292,275.3,0,0,0
5,16,24.9,190,207.8,36.2,389,650,295.7,290.2,293,278.3,0,0,0
5,16,24.9,190,207.8,36.2,389,629,295.7,290.2,292,287.3,0,0,0
5,16,24.92,581,208.52,35.48,382,477,353.7,343.2,341,332.3,0,0,0
5,16,24.93,482,208.88,35.12,382,211,346.7,340.2,340,320.3,0,0,0
5,16,24.94,482,209.24,34.76,382,192,345.7,338.2,338,318.3,0,0,0
5,16,24.94,482,209.24,34.76,382,173,342.7,335.2,336,317.3,0,0,0
5,16,24.94,488,209.24,34.76,388,166,340.7,334.2,334,317.3,0,0,0
5,16,24.94,488,209.24,34.76,388,150,338.7,332.2,333,316.3,0,0,0
5,16,24.95,487,209.6,34.4,387,139,335.7,330.2,332,315.3,0,0,0
5,16,24.95,480,209.6,34.4,380,146,335.7,329.2,330,313.3,0,0,0
5,16,25.03,587,212.5,31.5,385,542,330.7,322.2,324,307.3,0,0,0
5,16,25.04,680,212.86,31.14,378,531,330.7,323.2,324,308.3,0,0,0
5,16,25.04,587,212.86,31.14,385,522,331.7,323.2,325,307.3,0,0,0
5,16,25.04,580,212.86,31.14,378,511,331.7,323.2,325,307.3,0,0,0
5,16,25.04,580,212.86,31.14,378,500,331.7,323.2,325,307.3,0,0,0
5,16,25.05,580,213.23,30.77,378,477,331.7,324.2,326,308.3,0,0,0
5,16,25.06,573,213.59,30.41,371,447,332.7,324.2,326,312.3,0,0,0
5,16,25.06,573,213.59,30.41,371,432,330.7,324.2,326,315.3,0,0,0
5,16,25.07,673,213.96,30.04,370,418,332.7,324.2,326,317.3,0,0,0
5,16,25.07,566,213.96,30.04,364,405,330.7,324.2,327,318.3,0,0,0
5,16,25.07,566,213.96,30.04,364,390,331.7,325.2,329,317.3,0,0,0
5,16,25.09,674,214.69,29.31,370,375,331.7,328.2,332,316.3,0,0,0
5,16,25.09,674,214.69,29.31,370,361,333.7,330.2,333,313.3,0,0,0
5,16,25.1,775,215.05,28.95,369,347,335.7,331.2,334,311.3,0,0,0
5,16,25.1,673,215.05,28.95,369,334,339.7,332.2,334,309.3,0,0,0
5,16,25.11,775,215.42,28.58,369,320,342.7,332.2,332,309.3,0,0,0
5,16,25.11,775,215.42,28.58,369,307,344.7,332.2,330,310.3,0,0,0
5,17,25.12,674,215.79,28.21,369,295,342.7,330.2,330,310.3,0,0,0
5,17,25.12,681,215.79,28.21,376,283,339.7,329.2,330,310.3,0,0,0
5,17,25.12,579,215.79,28.21,376,270,336.7,328.2,330,309.3,0,0,0
5,17,25.12,579,215.79,28.21,376,259,333.7,327.2,329,309.3,0,0,0
5,17,25.13,580,216.15,27.85,376,247,332.7,326.2,329,310.3,0,0,0
5,17,25.13,580,216.15,27.85,376,236,330.7,325.2,328,310.3,0,0,0
5,17,25.13,478,216.15,27.85,376,225,330.7,324.2,326,311.3,0,0,0
5,17,25.14,580,216.52,27.48,376,214,329.7,323.2,325,311.3,0,0,0
5,17,25.14,580,216.52,27.48,376,204,329.7,323.2,325,310.3,0,0,0
5,17,25.14,580,216.52,27.48,376,193,329.7,323.2,325,310.3,0,0,0
5,17,25.15,580,216.89,27.11,376,183,328.7,323.2,325,308.3,0,0,0
5,17,25.15,580,216.89,27.11,376,173,328.7,323.2,325,306.3,0,0,0
5,17,25.15,580,216.89,27.11,376,164,328.7,322.2,324,305.3,0,0,0
5,17,25.17,682,217.63,26.37,376,153,328.7,322.2,323,305.3,0,0,0
5,17,25.17,682,217.63,26.37,376,145,328.7,321.2,323,304.3,0,0,0
5,17,25.17,682,217.63,26.37,376,135,328.7,321.2,322,304.3,0,0,0
5,17,25.18,681,217.99,26.01,374,126,327.7,320.2,321,303.3,0,0,0
5,17,25.19,783,218.36,25.64,374,117,326.7,319.2,321,303.3,0,0,0
5,17,25.19,783,218.36,25.64,374,109,325.7,318.2,320,302.3,0,0,0
5,17,25.2,579,218.36,25.64,374,101,324.7,318.2,320,302.3,0,0,0
5,17,25.2,682,218.73,25.27,374,94,323.7,317.2,319,302.3,0,0,0
5,17,25.2,682,218.73,25.27,374,88,323.7,316.2,318,302.3,0,0,0
5,17,25.2,579,218.73,25.27,374,82,322.7,316.2,318,301.3,0,0,0
5,17,25.2,476,218.73,25.27,374,81,321.7,315.2,317,300.3,0,0,0
5,17,25.21,579,219.1,24.9,374,90,320.7,315.2,317,300.3,0,0,0
5,17,25.21,477,219.1,24.9,374,103,320.7,314.2,317,299.3,0,0,0
5,17,25.22,477,219.1,24.9,374,119,320.7,314.2,316,299.3,0,0,0
5,17,25.22,580,219.47,24.53,374,136,320.7,314.2,315,298.3,0,0,0
5,17,25.22,580,219.47,24.53,374,151,320.7,313.2,315,298.3,0,0,0
5,17,25.23,683,219.84,24.16,374,163,320.7,312.2,314,297.3,0,0,0
5,17,25.23,683,219.84,24.16,374,175,319.7,312.2,314,296.3,0,0,0
5,17,25.25,785,220.59,23.41,372,189,317.7,312.2,313,296.3,0,0,0
5,17,25.25,681,220.59,23.41,372,206,317.7,311.2,313,296.3,0,0,0
5,17,25.25,681,220.59,23.41,372,224,317.7,310.2,312,295.3,0,0,0
5,17,25.26,784,220.96,23.04,372,246,316.7,310.2,312,295.3,0,0,0
5,17,25.27,783,221.33,22.67,372,272,316.7,309.2,311,295.3,0,0,0
5,17,25.28,783,221.33,22.67,372,298,316.7,309.2,311,294.3,0,0,0
5,17,25.29,784,222.08,21.92,372,322,315.7,309.2,310,294.3,0,0,0
5,17,25.29,784,222.08,21.92,372,350,315.7,308.2,309,293.3,0,0,0
5,17,25.29,784,222.08,21.92,372,372,315.7,308.2,309,293.3,0,0,0
